Material,482,510,538,566,593,621
Ferritic_steel,0.4,0.5,0.7,0.7,0.7,0.7
Austenitic_steel,0.4,0.4,0.4,0.4,0.5,0.7
Other_ductile_metals,0.4,0.4,0.4,0.4,0.4,0.4
Cast_iron,0,0,0,0,0,0
